clause_id,record_id,clause_text,evidence_start,evidence_end,is_policy_action,instrument_labels,direction,D1,D2,D3,D4,D5,D6,D7,annotator_id,annotation_status
CLAUSE_363886732e788e20328ef550,POL_6177B1BC38CFA66EC091,"要加强对消费性贷款的管理,禁止用于购买住房。",129,151,,,,,,,,,,,,unlabeled
CLAUSE_b034c96190b2e7403917da53,POL_6177B1BC38CFA66EC091,对不能提供1年以上当地纳税证明或社会保险缴纳证明的非本地居民暂停发放购房贷款。,151,190,,,,,,,,,,,,unlabeled
CLAUSE_18fe6dd9e762858ea63ada9c,POL_6177B1BC38CFA66EC091,"从本通知下发之日起至2011年12月31日,本市及非本市户籍居民家庭,只能在本市市区范围内(包括历下区、市中区、槐荫区、天桥区、历城区、长清区和济南高新区)新购一套新建商品住房。",190,279,,,,,,,,,,,,unlabeled
CLAUSE_4de4b9612a7c56e0a7a68d8a,POL_607AE730A728702FE0A4,"严格执行国家住房限购措施,合理引导住房需求。",0,22,,,,,,,,,,,,unlabeled
CLAUSE_5c0f7966289227f9cae52ef8,POL_607AE730A728702FE0A4,"自本意见发布之日起,在一定时期内,暂定对在本市已拥有1套住房的本市户籍居民家庭、能提供自购房之日起算的前2年内在本市累计缴纳1年以上个人所得税缴纳证明或社会保险缴纳证明的非本市户籍居民家庭,限购1套住房(含新建商品住房和二手住房)。",22,138,,,,,,,,,,,,unlabeled
CLAUSE_49cb9b4ddf168749ca9bc740,POL_607AE730A728702FE0A4,"对在本市已拥有2套及以上住房的本市户籍居民家庭、拥有1套及以上住房的非本市户籍居民家庭、不能提供2年内在本市累计缴纳1年以上个人所得税缴纳证明或社会保险缴纳证明的非本市户籍居民家庭,暂停在本市向其售房。",138,239,,,,,,,,,,,,unlabeled
CLAUSE_e175a0c9379b3eae6fd8908e,POL_ED5728110CCE2A51DD6C,严格执行差别化住房信贷政策。,0,14,,,,,,,,,,,,unlabeled
CLAUSE_ebbf4992b5f68c52795d7a9d,POL_ED5728110CCE2A51DD6C,"对贷款购买第二套住房的家庭,严格执行首付款比例不低于60%,贷款利率不低于基准利率的1.1倍。",14,61,,,,,,,,,,,,unlabeled
CLAUSE_eac6013396ac9895ae625ff0,POL_ED5728110CCE2A51DD6C,"人民银行佛山中心支行可根据市政府新建住房价格控制目标和政策要求,在国家统一信贷政策的基础上,提高第二套住房贷款的首付款比例和利率。",61,126,,,,,,,,,,,,unlabeled
CLAUSE_2fca9ebc2a422a2cfa5cd099,POL_ED5728110CCE2A51DD6C,"加强对商业银行执行差别化住房信贷政策情况的监督检查,对违规行为严肃处理。",126,162,,,,,,,,,,,,unlabeled
CLAUSE_5056c60c452cddfcbb3fcd90,POL_ED5728110CCE2A51DD6C,"严格执行相关税收政策,加强税收征管。",162,180,,,,,,,,,,,,unlabeled
CLAUSE_8412c65c4729623970bdd6fd,POL_ED5728110CCE2A51DD6C,"按照财政部、国家税务总局《关于调整个人住房转让营业税政策的通知》(财税〔2011〕12号)规定,自发文之日起,严格执行个人转让住房营业税政策,对个人购买住房不足5年转手交易的,按销售收入全额征税。",180,278,,,,,,,,,,,,unlabeled
CLAUSE_af83858a1294c6920cbc5c3d,POL_F617E223AF6F0DA74C84,认真执行差别化的住房信贷政策。,0,15,,,,,,,,,,,,unlabeled
CLAUSE_b08371a1908f69e065d39927,POL_F617E223AF6F0DA74C84,"居民家庭向商业银行贷款购买第二套住房,其首付款比例不得低于60%。",15,48,,,,,,,,,,,,unlabeled
CLAUSE_2c8316a0e526cbbfa2e910ee,POL_F617E223AF6F0DA74C84,"自本通知发布之日起,原则上对已拥有1套住房的本市户籍居民家庭、能提供本市1年以上(含1年)的纳税证明或社会保险缴纳证明的非本市户籍居民家庭,限购1套住房(含新建商品住房和二手住房);",48,139,,,,,,,,,,,,unlabeled
CLAUSE_b2722ddacc175eb39bde037b,POL_F617E223AF6F0DA74C84,"对已拥有2套及以上住房的本市户籍居民家庭、拥有1套及以上住房的非本市户籍居民家庭、无法提供本市1年以上(含1年)的纳税证明或社会保险缴纳证明的非本市户籍居民家庭,暂停在本市主城区向其售房。",139,233,,,,,,,,,,,,unlabeled
CLAUSE_a22d1873bb37331722b7f086,POL_F3480103A059DFBBA7E8,"自《实施意见》发布之日至2011年12月31日(暂定),市域(含所辖县<市、区>,下同)范围内的家庭和市域范围外能够提供金华市区纳税证明或社会保险缴纳证明的家庭,可在金华市区新购1套住房(含新建商品住房和二手住房,下同);",0,111,,,,,,,,,,,,unlabeled
CLAUSE_b313f02494f24492bf2a02ab,POL_F3480103A059DFBBA7E8,"对已在金华市区新购1套住房的家庭和无法提供金华市区纳税证明或社会保险缴纳证明的市域范围外家庭,暂停其在金华市区新购住房。",111,171,,,,,,,,,,,,unlabeled
CLAUSE_ddc44a8f145450c4f05c5244,POL_F3480103A059DFBBA7E8,"违反上述规定的,不予办理房地产登记手续。",171,191,,,,,,,,,,,,unlabeled
CLAUSE_45d814caa60d6f445969c8d9,POL_F25AB1E6E9645BFF513F,"严格执行国家房地产税收政策,加强税收征管。",0,21,,,,,,,,,,,,unlabeled
CLAUSE_3fe6207e3d7fceefe5e720f4,POL_F25AB1E6E9645BFF513F,"严格执行国家关于个人转让住房营业税的有关政策,对个人购买商品住房不足5年转让交易的,统一按销售收入全额征收营业税。",21,78,,,,,,,,,,,,unlabeled
CLAUSE_29c0c3b27077a6f68d79439b,POL_F25AB1E6E9645BFF513F,严格执行差别化住房信贷政策。,78,92,,,,,,,,,,,,unlabeled
CLAUSE_c38a810c95709eaabe71b9f5,POL_F25AB1E6E9645BFF513F,"对贷款购买第二套住房的家庭,执行首付款比例不低于60%。",92,120,,,,,,,,,,,,unlabeled
CLAUSE_bbd3ead46ea24077ef71f50c,POL_E1B42253CA0723B6E61F,"对贷款购买第二套住房的家庭,各金融机构要严格执行“首付款比例不低于60%,贷款利率不低于基准利率的1.1倍”的政策。",0,58,,,,,,,,,,,,unlabeled
CLAUSE_cdc30c2459058f6382bc7e75,POL_E1B42253CA0723B6E61F,严格执行国家有关个人转让住房税收政策。,58,77,,,,,,,,,,,,unlabeled
CLAUSE_f15a04f16d299884b8e15afc,POL_E1B42253CA0723B6E61F,"对个人将购买不足5年的住房转让的,按照销售收入全额征收营业税;",77,108,,,,,,,,,,,,unlabeled
CLAUSE_66cbb9b464294727e9f923ec,POL_E1B42253CA0723B6E61F,"个人将购买超过5年(含5年)的非普通住房对外销售的,按照其销售与购入价款的差额征收营业税;",108,153,,,,,,,,,,,,unlabeled
CLAUSE_182a572eb31f3485259c90d6,POL_E1B42253CA0723B6E61F,"个人将购买超过5年(含5年)的普通住房对外销售的,免征营业税。",153,184,,,,,,,,,,,,unlabeled
CLAUSE_bb6cd907d4f6318506a48648,POL_E1B42253CA0723B6E61F,"税务部门应加大应用房地产价格评估技术加强存量房交易税收征管,坚决堵塞“阴阳合同”产生的税收漏洞。",184,232,,,,,,,,,,,,unlabeled
CLAUSE_e14b10f9b44f144412d0539c,POL_38EB42A30D7CA5E48E81,"自2011年11月1日起,本市户籍居民家庭(含驻珠部队现役军人和现役武警家庭)、可提供购房之日起算的前2年内在本市累计缴纳1年以上的个人所得税缴纳证明或社会保险费缴纳证明的非本市户籍居民家庭,在香洲主城区内只能新购1套商品住房;",0,114,,,,,,,,,,,,unlabeled
CLAUSE_96ee97de46006cea16f8055f,POL_38EB42A30D7CA5E48E81,"不能提供购房之日起算的前2年内在本市累计缴纳1年以上的个人所得税缴纳证明或社会保险费缴纳证明的非本市户籍居民家庭,暂停在香洲主城区内购房。",114,183,,,,,,,,,,,,unlabeled
CLAUSE_f73dd0d916e6134bfcf44510,POL_38EB42A30D7CA5E48E81,严格执行差别化住房信贷政策。,183,197,,,,,,,,,,,,unlabeled
CLAUSE_8f979f51761158a45a688ebb,POL_DC5E76180D5CA00A51F7,"有代表提出,房地产开发企业的现金流量是影响未来一段时期内房价走势的重要因素。",0,38,,,,,,,,,,,,unlabeled
CLAUSE_69df4dffcdb3712cd84b4259,POL_DC5E76180D5CA00A51F7,"就房地产开发企业的财务风险和偿债能力而言,银行更关注企业自有资金在总资产中的比例,这项指标比资产负债率更加全面、准确地反映房地产开发企业的财务杠杆。",38,112,,,,,,,,,,,,unlabeled
CLAUSE_e1f1e262bdae1ba348e6689a,POL_53F2DA0C6CF85C9D6282,"可以享受优惠政策的普通住房,应同时满足以下条件:1、五层以上(含五层)的多高层住房,以及不足五层的老式公寓、新式里弄、旧式里弄等;",0,65,,,,,,,,,,,,unlabeled
CLAUSE_805f866e741f330fee02bcb1,POL_53F2DA0C6CF85C9D6282,2、单套建筑面积在140平方米以下;,65,83,,,,,,,,,,,,unlabeled
CLAUSE_4ad95569324c99393cfe5c72,POL_53F2DA0C6CF85C9D6282,"3、实际成交价格:低于同级别土地上住房平均交易价格1.44倍以下,坐落于内环线以内的低于330万元/套,内环线与外环线之间的低于200万元/套,外环线以外的低于160万元/套。",83,171,,,,,,,,,,,,unlabeled
CLAUSE_d7013fbaff5bbec62cfeddfb,POL_53F2DA0C6CF85C9D6282,上述标准自2012年3月1日起执行。,171,189,,,,,,,,,,,,unlabeled
CLAUSE_d7816144f490129b2d1dc572,POL_1CD0AA9ECDBAFCFCF6E1,继续搞好房地产市场调控和保障性安居工程建设。,0,22,,,,,,,,,,,,unlabeled
CLAUSE_b0edbcbdae4daca7557d01a6,POL_1CD0AA9ECDBAFCFCF6E1,"严格执行并逐步完善抑制投机、投资性需求的政策措施,进一步巩固调控成果,促进房价合理回归。",22,66,,,,,,,,,,,,unlabeled
CLAUSE_873866de53c2791b9595a218,POL_1CD0AA9ECDBAFCFCF6E1,"继续推进保障性安居工程建设,在确保质量的前提下,基本建成500万套,新开工700万套以上。",66,111,,,,,,,,,,,,unlabeled
CLAUSE_d66f2452b36601de7205617a,POL_1CD0AA9ECDBAFCFCF6E1,抓紧完善保障性住房建设、分配、管理、退出等制度。,111,135,,,,,,,,,,,,unlabeled
CLAUSE_12aed22118a5a541828080b2,POL_1CD0AA9ECDBAFCFCF6E1,"采取有效措施,增加普通商品住房供给。",135,153,,,,,,,,,,,,unlabeled
CLAUSE_a895b1b49b1da396fd8ba6a6,POL_1CD0AA9ECDBAFCFCF6E1,"加快建设城镇住房信息系统,改革房地产税收制度,促进房地产市场长期平稳健康发展。",153,192,,,,,,,,,,,,unlabeled
CLAUSE_989be914632ce44e74d0a954,POL_7268821B4FACCB270E5F,加强房地产市场调控和保障性安居工程建设。,0,20,,,,,,,,,,,,unlabeled
CLAUSE_5d235f90fd18fab36163d421,POL_7268821B4FACCB270E5F,"坚决抑制投机、投资性需求,抓紧完善稳定房价工作责任制和房地产市场调控政策体系,健全房地产市场稳定健康发展长效机制。",20,77,,,,,,,,,,,,unlabeled
CLAUSE_cb6d00840c020bf58f1a132f,POL_7268821B4FACCB270E5F,"继续抓好保障性安居工程建设和管理,让老百姓住上放心房、满意房。",77,108,,,,,,,,,,,,unlabeled
CLAUSE_dd3710458797c00fc900c45f,POL_7268821B4FACCB270E5F,"今年城镇保障性住房基本建成470万套、新开工630万套,继续推进农村危房改造。",108,147,,,,,,,,,,,,unlabeled
CLAUSE_ce584ef101639a548de1f1dc,REC_F006EB48FAE74165EFF4,2012-12-16 00:00:00 | ...要继续坚持房地产市场调控政策不动摇。,0,43,,,,,,,,,,,,unlabeled
CLAUSE_e0461b4cc8d30d5daa099f47,REC_F006EB48FAE74165EFF4,"| 重点工作第1项“加强和改善宏观调控,促进经济持续健康发展” | http://www.gov.cn/ldhd/2012-12/16/content_2291602.htm",44,131,,,,,,,,,,,,unlabeled
CLAUSE_da7e064754b38c572d5f7743,POL_29205813973E0795DE63,"自本通知下发次日起,本市户籍成年单身人士在本市未拥有住房的,限购1套住房;",0,37,,,,,,,,,,,,unlabeled
CLAUSE_76cddaaeed94546218dbbeaa,POL_29205813973E0795DE63,"对已拥有1套及以上住房的,暂停在本市向其出售住房。",37,62,,,,,,,,,,,,unlabeled
CLAUSE_1ece13d4d1154196ea4b976d,POL_E7C9756717E579E12652,"认真执行房地产调控政策,落实差别化住房信贷政策,加强名单制管理,严格防控房地产融资风险。",0,44,,,,,,,,,,,,unlabeled
CLAUSE_e3b27f1b064bc553552344f7,POL_CAD345A7188E1F3F81E7,四、切实执行差别化住房信贷政策。,0,16,,,,,,,,,,,,unlabeled
CLAUSE_8acb98d707e8b0c6ea2de833,POL_CAD345A7188E1F3F81E7,"各金融机构和住房公积金管理部门对贷款购买第二套住房的家庭,要切实执行“首付款比例不低于60%,贷款利率不低于基准利率的1.1倍”的政策。",16,84,,,,,,,,,,,,unlabeled
CLAUSE_889393e48e51358d92a77602,POL_CAD345A7188E1F3F81E7,银行业监管部门要加强对商业银行执行差别化住房信贷政策情况的监督检查。,84,118,,,,,,,,,,,,unlabeled
CLAUSE_c889a0fc7b7913f4f5103d06,POL_CAD345A7188E1F3F81E7,"人民银行哈尔滨中心支行要视房价波动情况,在国家统一信贷政策基础上,研究出台提高第二套住房贷款的首付比例。",118,170,,,,,,,,,,,,unlabeled
CLAUSE_45c8192568b15bc0d98d5aef,POL_13E6B4DEA8EBB9E68C8C,"撤销县级从化市,设立广州市从化区,以原从化市的行政区域为从化区的行政区域,从化区人民政府驻街口街道新城东路99号。",0,57,,,,,,,,,,,,unlabeled
CLAUSE_d84d8e71cdd14ba27004ac55,POL_13E6B4DEA8EBB9E68C8C,"撤销县级增城市,设立广州市增城区,以原增城市的行政区域为增城区的行政区域,增城区人民政府驻荔城街道惠民路1号。",57,112,,,,,,,,,,,,unlabeled
CLAUSE_3dd0d227dbfcad17471b5d16,REC_65E184940BB8E2C03897,"2013-12-13 00:00:00 | ...努力解决好住房问题,探索适合国情、符合发展阶段性特征的住房模式,加大廉租住房、公共租赁住房等保障性住房建设和供给,做好棚户区改造。",0,90,,,,,,,,,,,,unlabeled
CLAUSE_7a068ce521af2eb9c1f65c0f,REC_65E184940BB8E2C03897,"特大城市要注重调整供地结构,提高住宅用地比例,提高土地容积率。",90,121,,,,,,,,,,,,unlabeled
CLAUSE_00934b18c84be0a4b3a2adbf,REC_65E184940BB8E2C03897,| 重点工作第5项“着力做好保障和改善民生工作” | http://www.gov.cn/ldhd/2013-12/13/content_2547546.htm,122,202,,,,,,,,,,,,unlabeled
CLAUSE_3ee803ad253df7a44b64fd2c,POL_955EA364FACFA0EAA817,"中央预算内投资拟增加到4576亿元,重点投向保障性安居工程、农业、重大水利、中西部铁路、节能环保、社会事业等领域,发挥好政府投资“四两拨千斤”的带动作用。",0,77,,,,,,,,,,,,unlabeled
CLAUSE_b5eded58eff07314fba73319,POL_955EA364FACFA0EAA817,完善住房保障机制。,77,86,,,,,,,,,,,,unlabeled
CLAUSE_0f0acf4585a1dc43294baa88,POL_955EA364FACFA0EAA817,"以全体人民住有所居为目标,坚持分类指导、分步实施、分级负责,加大保障性安居工程建设力度,今年新开工700万套以上,其中各类棚户区470万套以上,加强配套设施建设。",86,167,,,,,,,,,,,,unlabeled
CLAUSE_c1253e0177986a41dfff5071,POL_955EA364FACFA0EAA817,提高大城市保障房比例。,167,178,,,,,,,,,,,,unlabeled
CLAUSE_1d55dcc8e564d7399f56cd83,POL_955EA364FACFA0EAA817,推进公租房和廉租房并轨运行。,178,192,,,,,,,,,,,,unlabeled
CLAUSE_e5725f4fe6be0dabfc9dd3e2,POL_955EA364FACFA0EAA817,"创新政策性住房投融资机制和工具,采取市场化运作方式,为保障房建设提供长期稳定、成本适当的资金支持。",192,241,,,,,,,,,,,,unlabeled
CLAUSE_5190c6d212990ae705d1746d,POL_955EA364FACFA0EAA817,"各级政府要增加财政投入,提高建设质量,保证公平分配,完善准入退出机制,年内基本建成保障房480万套,让翘首以盼的住房困难群众早日迁入新居。",241,310,,,,,,,,,,,,unlabeled
CLAUSE_278c97ca18d6b3ad8dab973a,POL_955EA364FACFA0EAA817,"针对不同城市情况分类调控,增加中小套型商品房和共有产权住房供应,抑制投机投资性需求,促进房地产市场持续健康发展。",310,366,,,,,,,,,,,,unlabeled
CLAUSE_cf7b010a966036b536841b4b,POL_4B965F6F97D157690D88,"第十条下列人员户籍准入,由公安机关受理审批:",0,22,,,,,,,,,,,,unlabeled
CLAUSE_2dd4624982137040544d5405,POL_4B965F6F97D157690D88,"(一)在本市具有合法稳定住所,并具有合法稳定职业的,房屋所有权人及其配偶和未婚子女的户口可以迁入本市,其中迁入市区的房屋面积不小于50平方米(含50平方米),迁入后人均居住面积不小于25平方米(含25平方米),迁入辖市的,对合法稳定住所的面积不作限制;",22,148,,,,,,,,,,,,unlabeled
CLAUSE_19cd3432c39d5e9e0da221a0,POL_6611A55F846F014EE7B2,购房政策。,0,5,,,,,,,,,,,,unlabeled
CLAUSE_fc7c07df1941adb41730d011,POL_6611A55F846F014EE7B2,停止执行《绍兴市人民政府办公室关于认真贯彻国务院常务会议精神进一步做好绍兴市区房地产市场调控工作的实施意见》(绍政办发〔2011〕59号)中对非绍兴市户籍居民家庭限制购房的政策。,5,94,,,,,,,,,,,,unlabeled
CLAUSE_8619eefa55b60e8fcc0894c2,POL_6611A55F846F014EE7B2,银行贷款政策。,94,101,,,,,,,,,,,,unlabeled
CLAUSE_725c9fb7f672412175636eec,POL_6611A55F846F014EE7B2,首套房贷款首付比例按人民银行及各商业银行有关规定的最低限执行;,101,132,,,,,,,,,,,,unlabeled
CLAUSE_53cf4b752a797292fa60f835,POL_6611A55F846F014EE7B2,"除首套房外的新购房贷款首付比例地方法人银行业金融机构按不低于40%的最低限执行,其他商业银行也按人民银行或总行规定的最低限执行。",132,196,,,,,,,,,,,,unlabeled
CLAUSE_dcef1574a3e7f1aa08368757,POL_6611A55F846F014EE7B2,严格执行首套房贷款利率不得超过基准利率的规定。,196,219,,,,,,,,,,,,unlabeled
CLAUSE_cb5218c48835afb2f81b6b65,POL_6611A55F846F014EE7B2,"认定二套房标准,以拟购房家庭实际拥有的住房数量作为认定标准,不考虑购房贷款次数。",219,259,,,,,,,,,,,,unlabeled
CLAUSE_e03c6f9830105766085185a7,POL_DBF6DCC5054CC588865A,"一、本市享受税收优惠政策的普通住房,原则按照住宅小区建筑容积率在1.0(含)以上、单套建筑面积在140平方米(含)以下,并参考其实际成交价格确定。",0,73,,,,,,,,,,,,unlabeled
CLAUSE_d2ea5d6208a0b0c1f090f087,POL_DBF6DCC5054CC588865A,实际成交价格原则上应当低于按本通知确定的所在区域住房平均交易单价或套总价的1.2倍。,73,115,,,,,,,,,,,,unlabeled
CLAUSE_7e792e653150db400c6ea923,POL_DBF6DCC5054CC588865A,"二、前条所称的所在区域住房平均交易单价或套总价,按照本通知公布的全市住房平均交易单价或者套总价,结合区域调整系数确定。",115,174,,,,,,,,,,,,unlabeled
CLAUSE_19179acc44bf25168ce7b70b,POL_DBF6DCC5054CC588865A,全市住房平均交易价格按照2013年度的单价每建筑平方米2.2万元、套总价260万元确定。,174,218,,,,,,,,,,,,unlabeled
CLAUSE_7895ef7ce0f9a73345ec9917,POL_DBF6DCC5054CC588865A,"区域调整系数为五环内1.5,五至六环之间1.2,六环以外0.9。",218,250,,,,,,,,,,,,unlabeled
CLAUSE_e846ef00ec9b3be9fc2e045b,POL_044551678E9413735BFD,"可以享受优惠政策的普通住房,应同时满足以下条件:",0,24,,,,,,,,,,,,unlabeled
CLAUSE_e7939880a38f24a3f995cfcb,POL_044551678E9413735BFD,"一、五层以上(含五层)的多高层住房,以及不足五层的老式公寓、新式里弄、旧式里弄等;",24,65,,,,,,,,,,,,unlabeled
CLAUSE_e2a040fdcc5c73c06a0e749c,POL_044551678E9413735BFD,二、单套建筑面积在140平方米以下;,65,83,,,,,,,,,,,,unlabeled
CLAUSE_80a94ec6b6391ae169f4f0e1,POL_044551678E9413735BFD,"三、实际成交价格:低于同级别土地上住房平均交易价格1.44倍以下,坐落于内环线以内的低于450万元/套,内环线与外环线之间的低于310万元/套,外环线以外的低于230万元/套。",83,171,,,,,,,,,,,,unlabeled
CLAUSE_66a58561d66455032b7738b9,POL_044551678E9413735BFD,上述标准自2014年11月20日起执行。,171,191,,,,,,,,,,,,unlabeled
CLAUSE_c55cf2b75d0893196471e035,POL_EF98E3AAEEB24986B74F,二、积极支持居民家庭合理的住房贷款需求,0,19,,,,,,,,,,,,unlabeled
CLAUSE_73a2d9b679f21c198afa8da6,POL_EF98E3AAEEB24986B74F,"对于贷款购买首套普通自住房的家庭,贷款最低首付款比例为30%。",19,50,,,,,,,,,,,,unlabeled
CLAUSE_8fb79731171e7af51e4284a2,POL_EF98E3AAEEB24986B74F,"对拥有1套住房并已结清相应购房贷款的家庭,为改善居住条件再次申请贷款购买普通商品住房,银行业金融机构执行首套房贷款政策。",50,110,,,,,,,,,,,,unlabeled
CLAUSE_09352d8c8c210a6b09bdfd1c,POL_EF98E3AAEEB24986B74F,"在已取消或未实施“限购”措施的城市,对拥有2套及以上住房并已结清相应购房贷款的家庭,又申请贷款购买住房,银行业金融机构应根据借款人偿付能力、信用状况等因素审慎把握并具体确定首付款比例和贷款利率水平。",110,209,,,,,,,,,,,,unlabeled
